popularity,original_title,director,runtime,release_date,vote_count,vote_average,budget_adj,revenue_adj
1.055997,Labor Day,Jason Reitman,111,12/27/2013,189,6.6,16848600.35,18978836.29
1.054366,Mama,Andy Muschietti,100,1/17/2013,931,6,14040500.29,137126799.8
1.049952,The Colony,Jeff Renfroe,95,4/12/2013,304,5.2,14976533.64,0
1.047604,The Physician,Philipp St_¶lzl,155,12/25/2013,253,7.2,29953067.29,53619956.42
1.047374,Admission,Paul Weitz,107,3/21/2013,230,5.4,12168433.59,16848600.35
1.03439,Pleasure or Pain,Zalman King,102,10/22/2013,15,4.3,0,0
1.031715,The Butler,Lee Daniels,132,8/16/2013,724,7.2,23400833.82,108507022.1
1.020237,Movie 43,Steven Brill|Elizabeth Banks|Steve Carr|Rusty Cundieff|James Duffy|Griffin Dunne|Peter Farrelly|Patrik Forsberg|James Gunn|Brett Ratner|Will Graham|Jonathan van Tulleken,90,1/1/2013,564,4.4,5616200.116,30363974.7
1.010837,21 & Over,Scott Moore|Jon Lucas,93,3/1/2013,594,5.7,12168433.59,44991072.11
1.002527,Escape from Planet Earth,Callan Brunker,89,2/14/2013,242,5.8,37441334.11,69825881.88
0.983805,Grudge Match,Peter Segal,113,12/25/2013,280,6,37441334.11,42034693.14
0.976612,Belle,Amma Asante,105,9/8/2013,138,7.1,10202763.54,15449661.06
0.971052,Tarzan,Reinhard Klooss,94,10/17/2013,161,5.5,0,0
0.968034,Machete Kills,Robert Rodriguez,107,9/12/2013,399,5.2,11232400.23,14048139.26
0.96795,Safe Haven,Lasse Hallstr_¶m,115,2/7/2013,591,6.8,26208933.88,91351370.07
0.964707,Europa Report,Sebasti_¡n Cordero,90,6/27/2013,318,6.1,117647.224,0
0.942674,Company of Heroes,Don Michael Paul,100,2/25/2013,33,5.3,0,0
0.941711,Bad Words,Jason Bateman,88,9/6/2013,227,6.2,8892316.851,7301060.151
0.939402,The Bling Ring,Sofia Coppola,90,6/12/2013,714,5.3,14040500.29,17921043.71
0.937954,Empire State,Dito Montiel,94,9/3/2013,157,5,10296366.88,3406548.302
0.934716,Behind the Candelabra,Steven Soderbergh,118,5/26/2013,209,6.6,21528767.11,14602120.3
0.932599,Cloudy with a Chance of Meatballs 2,Cody Cameron|Kris Pearn,95,9/26/2013,637,6.4,73010601.51,232496289.6
0.926614,Zulu,J_©r_´me Salle,110,12/4/2013,122,6.8,14976533.64,0
0.92639,Blue Jasmine,Woody Allen,98,7/25/2013,680,6.9,16848600.35,91268382.29
0.921438,Third Person,Paul Haggis,137,9/9/2013,146,5.6,26208933.88,956062.5944
0.916811,The Last Days on Mars,Ruairi Robinson,98,8/11/2013,167,5.1,0,0
0.904664,Vehicle 19,Mukunda Michael Dewil,85,3/7/2013,175,5.1,0,0
0.902702,I Give It a Year,Dan Mazer,97,2/8/2013,247,5.4,0,26428580.66
0.892455,A Haunted House,Michael Tiddes,86,1/11/2013,345,5.5,2340083.382,56294621.18
0.890458,Only God Forgives,Nicolas Winding Refn,90,5/30/2013,562,5.3,4492960.093,9676139.012
0.886993,Side Effects,Steven Soderbergh,106,2/7/2013,987,6.3,28081000.58,59319014.21
0.879731,Cold Comes the Night,Tze Chun,90,9/20/2013,53,5.6,0,15885.42203
0.878843,Are You Here,Matthew Weiner,114,9/7/2013,69,4.9,0,0
0.873688,La migliore offerta,Giuseppe Tornatore,124,1/1/2013,389,7.7,12636450.26,18024139.36
0.869067,The Incredible Burt Wonderstone,Don Scardino,100,3/14/2013,587,5.2,28081000.58,25682771.74
0.864697,Mud,Jeff Nichols,130,5/1/2013,739,6.9,9360333.527,20206807.21
0.863341,Mindscape,Jorge Dorado,99,10/13/2013,120,6.5,0,0
0.861368,The Trials of Cate McCall,Karen Moncrieff,89,11/28/2013,37,5.7,6552233.469,0
0.860381,Adore,Anne Fontaine,100,4/3/2013,185,6.2,14976533.64,298577.7909
0.859276,The Railway Man,Jonathan Teplitzky,116,12/26/2013,181,6.6,16848600.35,20882176.8
0.844466,Broken City,Allen Hughes,109,1/18/2013,438,5.7,52417867.75,18440946.59
0.835456,Drinking Buddies,Joe Swanberg,90,8/23/2013,257,6.1,0,321378.6274
0.8323,The Machine,Caradog W. James,92,4/25/2013,212,5.7,0,0
0.831703,Plush,Catherine Hardwicke,98,9/13/2013,18,6,0,0
0.816581,Walking With Dinosaurs,Neil Nightingale|Barry Cook,87,12/18/2013,92,5,74882668.22,118451761.5
0.813456,Puppy,Yarrow Cheney|Bruno Dequier,5,12/10/2013,81,7.8,0,0
0.805517,Odd Thomas,Stephen Sommers,100,4/16/2013,201,6.6,25272900.52,0
0.799645,No One Lives,Ry_»hei Kitamura,86,3/9/2013,83,5.3,2714496.723,70125.74672
0.794369,Welcome to the Punch,Eran Creevy,99,3/15/2013,198,5.5,7956283.498,9123.517089
0.787443,Beautiful Creatures,Richard LaGravenese,124,2/13/2013,650,5.5,56162001.16,56210804.07
0.784571,The Frozen Ground,Scott Walker,105,7/18/2013,304,6.2,25478827.86,5145329.474
0.782462,The Smurfs 2,Raja Gosnell,105,7/30/2013,498,5.5,98283502.04,325209978.5
0.779448,The Immigrant,James Gray,120,7/3/2013,163,6,14976533.64,5492349.799
0.774149,42,Brian Helgeland,128,4/12/2013,648,6.8,37441334.11,88942088.55
0.765495,Lovelace,Rob Epstein|Jeffrey Friedman,92,8/8/2013,147,6,9360333.527,1484157.636
0.759606,All Is Bright,Phil Morrison,107,9/10/2013,18,5.2,0,0
0.752327,The Way Way Back,Jim Rash|Nat Faxon,103,6/6/2013,490,7.1,4305753.423,21714712.01
0.751379,The Fifth Estate,Bill Condon,128,10/11/2013,231,5.6,26208933.88,8007772.821
0.74452,The Adventurer: The Curse of the Midas Box,Jonathan Newman,99,12/5/2013,49,5.2,23400833.82,5989.677424
0.744185,Blood Ties,Guillaume Canet,128,8/22/2013,125,5.8,23868850.49,2260962.355
0.734349,The Wolverine,James Mangold,126,7/23/2013,2986,6.4,112324002.3,388866326
0.733975,Snitch,Ric Roman Waugh,112,2/21/2013,917,5.7,32761167.35,40184344.28
0.732485,Free Birds,Jimmy Hayward,91,10/30/2013,185,5.8,51481834.4,102963668.8
0.724877,Nebraska,Alexander Payne,115,9/21/2013,400,7.3,11232400.23,16525586.47
0.72458,Horns,Alexandre Aja,120,9/6/2013,568,6.2,0,0
0.723277,Scary Movie 5,Malcolm D. Lee,86,4/11/2013,532,4.6,18720667.05,73365118.53
0.72282,Fading Gigolo,John Turturro,90,9/7/2013,158,5.8,0,2509828.35
0.721548,The Art of the Steal,Jonathan Sobol,90,9/11/2013,136,6.1,0,59966.97674
0.718403,Vikingdom,Yusry Abdul Halim,114,9/11/2013,16,4.5,14602120.3,0
0.71023,Coherence,James Ward Byrkit,89,9/19/2013,314,7.1,0,96052.93456
0.707968,Man of Tai Chi,Keanu Reeves,105,7/4/2013,193,5.6,23400833.82,1923493.314
0.707197,Baggage Claim,David E. Talbert,96,9/27/2013,65,5.8,7956283.498,21020041.41
0.703657,Dom Hemingway,Richard Shepard,93,11/15/2013,135,5.9,0,490023.7565
0.698299,Clear History,Greg Mottola,100,8/10/2013,78,6.1,0,0
0.696108,The Numbers Station,Kasper Barfoed,90,4/18/2013,141,5.2,9360333.527,0
0.687654,August: Osage County,John Wells,121,12/26/2013,307,6.8,23400833.82,69443319.44
0.677303,Frances Ha,Noah Baumbach,86,5/17/2013,232,7.1,0,3809492.876
0.675678,Ambushed,Giorgio Serafini,93,9/21/2013,12,3.3,0,0
0.674516,All Cheerleaders Die,Lucky McKee|Chris Sivertson,89,10/31/2013,76,5,0,0
0.67143,Love Punch,Joel Hopkins,94,9/12/2013,98,5.7,0,0
0.668508,V/H/S/2,Simon Barrett|Adam Wingard|Eduardo S_¡nchez|Gregg Hale|Timo Tjahjanto|Gareth Evans|Jason Eisener,95,6/6/2013,174,5.7,0,20436.41619
0.662026,Words and Pictures,Fred Schepisi,111,9/6/2013,37,6.6,0,3132208.159
0.661618,Romeo & Juliet,Carlo Carlei,118,9/12/2013,108,6.5,0,1088265.137
0.661187,Doctor Who: The Day of the Doctor,Nick Hurran,77,11/23/2013,190,8,0,0
0.660633,Filth,Jon S. Baird,97,9/23/2013,370,6.6,4680166.764,0
0.646924,An Adventure in Space and Time,Terry McDonough,90,11/21/2013,36,7.4,0,0
0.643654,The Necessary Death of Charlie Countryman,Fredrik Bond,108,2/9/2013,180,6.5,0,10904.78856
0.639506,Before Midnight,Richard Linklater,108,4/5/2013,346,7.1,2808100.058,10461547.75
0.635352,The Kings of Summer,Jordan Vogt-Roberts,93,5/31/2013,266,7.1,0,0
0.62691,A.C.O.D.,Stu Zicherman,88,10/3/2013,69,5.5,0,164465.7402
0.625753,Paranormal Activity: The Marked Ones,Christopher B. Landon,84,12/31/2013,283,5.3,4680166.764,80838060.61
0.621046,The Returned,Manuel Carballo,98,11/15/2013,48,6.1,0,0
0.610322,Haunter,Vincenzo Natali,97,10/25/2013,110,5.8,0,0
0.610073,Big Ass Spider!,Mike Mendez,80,10/17/2013,36,4.7,0,0
0.607881,A Common Man,Chandran Rutnam,86,6/30/2013,12,5.5,0,0
0.604804,Penthouse North,Joseph Ruben,90,4/17/2013,30,5.8,0,0
0.598453,Jobs,Joshua Michael Stern,128,8/16/2013,908,6,11232400.23,33632998.17
0.596009,Dark Skies,Scott Stewart,97,2/21/2013,404,6,3276116.735,23563999.41
0.592819,In a World...,Lake Bell,93,8/9/2013,143,6.4,936033.3527,2774311.126
0.590772,Iron Man & Hulk: Heroes United,Eric Radomski|Leo Riley,71,12/3/2013,37,5.7,0,0
0.58119,Paranoia,Robert Luketic,106,8/14/2013,238,5.6,32761167.35,12903233.81
0.580402,Bounty Killer,Henry Saine,93,9/5/2013,51,5.6,0,0
0.574723,Green Street Hooligans: Underground,James Nunn,90,1/1/2013,22,5.2,0,0
0.573206,Killing Season,Mark Steven Johnson,91,7/12/2013,319,5.2,0,37329.94614
0.572994,The Pirate Bay: Away From Keyboard,Simon Klose,82,2/8/2013,83,6.7,0,32446.66014
0.568314,Night Train to Lisbon,Bille August,111,3/7/2013,84,6.4,7207456.816,0
0.565529,In Secret,Charlie Stratton,101,9/17/2013,31,5.3,0,0
0.564287,Assault on Wall Street,Uwe Boll,99,6/30/2013,148,5.6,0,0
0.5641,Repentance,Philippe Caland,90,1/20/2013,18,4.8,4680166.764,1113516.509
0.557155,I Spit on Your Grave 2,Steven R. Monroe,106,8/25/2013,162,5.9,0,757.2509824
0.555474,Hours,Eric Heisserer,97,11/29/2013,181,6.4,3744133.411,0
0.551491,Evidence,Olatunde Osunsanmi,93,7/19/2013,47,5.5,0,0
0.550559,Fruitvale Station,Ryan Coogler,85,7/25/2013,259,7.2,0,16273716.75
0.547299,Minions: Training Wheels,Eric Favela|Regis Schuller,4,12/10/2013,77,7.4,0,0
0.546177,Devil's Knot,Atom Egoyan,114,5/9/2013,124,5.6,14040500.29,0
0.544291,One Chance,David Frankel,103,9/9/2013,72,6.1,0,10203169.78
0.54416,Out of the Furnace,Scott Cooper,116,12/6/2013,469,6.4,20592733.76,14414913.63
0.53635,The To Do List,Maggie Carey,104,7/24/2013,225,5.6,1404050.029,3338105.543
0.530366,The House of Magic,Ben Stassen|Jeremy Degruson,85,12/24/2013,89,6.3,31825133.99,0
0.523153,Super Buddies,Robert Vince,81,8/7/2013,25,6.3,0,0
0.523119,Mr. Morgan's Last Love,Sandra Nettelbeck,116,8/22/2013,59,6.7,7675473.492,0
0.522436,The Harvest,John McNaughton,104,10/19/2013,29,5.8,0,0
0.522347,Fast & Furious 6,Justin Lin,130,5/6/2013,4368,6.6,149765336.4,738230644.2
0.520694,Some Girl(s),Daisy von Scherler Mayer,90,6/28/2013,20,5.1,0,0
0.517151,The Stag,John Butler,94,9/10/2013,25,5,561620.0116,0
0.515286,Raze,Josh C. Waller,92,4/21/2013,26,5,0,0
0.512422,Afternoon Delight,Jill Soloway,95,8/30/2013,45,6,0,0
0.509519,A Teacher,Hannah Fidell,75,9/6/2013,17,4.3,93603.33527,0
0.506169,Battle of the Year,Benson Lee,110,9/21/2013,62,5.9,18720667.05,15490862.44
0.50375,Coldwater,Vincent Grashaw,104,3/10/2013,49,6.7,0,0
0.489972,Jug Face,Chad Crawford Kinkle,81,8/9/2013,29,5.2,0,0
0.489233,Open Grave,Gonzalo L_³pez-Gallego,102,8/13/2013,143,5.8,0,0
0.481309,Very Good Girls,Naomi Foner Gyllenhaal,91,1/22/2013,91,5.7,0,0
0.476673,Upstream Color,Shane Carruth,96,4/5/2013,163,6.5,93603.33527,415690.5399
0.475987,Dead Man Down,Niels Arden Oplev,118,3/8/2013,480,5.7,0,16918371.34
0.473599,30 Nights of Paranormal Activity With the Devil Inside the Girl With the Dragon Tattoo,Craig Moss,80,1/14/2013,18,2.6,0,0
0.472278,Nurse 3-D,Douglas Aarniokoski,99,9/28/2013,73,4.7,0,9360333.527
0.470645,Trust Me,Clark Gregg,90,4/20/2013,11,5.6,0,0
0.470299,_¸_��_���_�¡�_�¢�_�³�_��_�¸�_���_�� 2,Prachya Pinkaew,104,10/23/2013,35,5.1,0,3091215.514
0.470131,My Little Pony: Equestria Girls,Jayson Thiessen,72,6/15/2013,35,7.4,0,0
0.469146,Breakout,Damian Lee,89,9/4/2013,18,4.3,0,0
0.466871,Hammer of the Gods,Farren Blackburn,99,7/5/2013,79,4.3,0,599.9973791
0.466719,Some Velvet Morning,Neil LaBute,82,12/10/2013,17,5.6,0,6009.334125
0.465414,Justice League: The Flashpoint Paradox,Jay Oliva,75,7/28/2013,324,7.2,3276116.735,0
0.461225,Remember Sunday,Jeff Bleckner,96,4/21/2013,84,7,0,0
0.457857,Khumba,Anthony Silverston,85,7/18/2013,51,5.8,18720667.05,25448289.77
0.457768,Jimmy P.,Arnaud Desplechin,117,9/11/2013,18,4.6,9360333.527,28345.89802
0.456118,Generation Iron,Vlad Yudin,106,9/20/2013,23,6.7,0,0
0.451575,A Single Shot,David M. Rosenthal,116,2/9/2013,48,5.5,0,17449.53376
0.447049,A Night in Old Mexico,Emilio Arag_³n,103,11/8/2013,14,5.7,1872066.705,0
0.443555,Rapture Palooza,Paul Middleditch,85,6/7/2013,53,4.7,0,0
0.442256,Black Nativity,Kasi Lemmons,93,11/27/2013,10,6.2,16380583.67,6569258.98
0.440909,Killing Kennedy,Nelson McCormick,87,11/10/2013,24,5.5,0,0
0.438324,Concussion,Stacie Passon,96,4/4/2013,18,5.2,0,0
0.434924,In the Name of the King III,Uwe Boll,85,12/27/2013,15,3,3276116.735,0
0.433857,Red Line,Robert Kirbyson,86,7/15/2013,22,4.9,0,0
0.433434,A Case of You,Kat Coiro,91,10/3/2013,70,5.3,0,3919.171648
0.431837,Marvel One-Shot: Agent Carter,Louis D'Esposito,15,9/8/2013,136,7.5,0,0
0.431747,The Last of Robin Hood,Richard Glatzer|Wash Westmoreland,92,9/6/2013,13,5.8,0,0
0.431581,Grand Piano,Eugenio Mira,90,10/11/2013,94,5.6,0,0
0.427654,Krrish 3,Rakesh Roshan,152,11/1/2013,29,6.2,5820348.991,0
0.422934,Sharknado,Anthony C. Ferrante,86,7/11/2013,312,3.9,936033.3527,0
0.422826,We Are What We Are,Jim Mickle,105,9/27/2013,109,5.5,0,76175.33028
0.422634,Mary and Martha,Phillip Noyce,90,3/1/2013,11,5.9,0,0
0.422443,Mike Tyson: Undisputed Truth,Spike Lee,90,12/1/2013,14,6.8,0,0
0.420185,The Invisible Woman,Ralph Fiennes,111,12/25/2013,45,5.9,0,1155302.91
0.507866,20 Feet from Stardom,Morgan Neville,89,6/14/2013,59,7.3,936033.3527,0
0.417739,Skinwalker Ranch,Devin McGinn,0,10/30/2013,27,4.3,0,0
0.413748,Dead in Tombstone,Roel Rein_©,100,10/1/2013,34,4.7,4867373.434,0
0.412492,The Sacrament,Ti West,99,9/2/2013,69,5.4,3744133.411,8631.163546
0.410459,Sparks,Todd Burrows|Christopher Folino,90,3/1/2013,15,4.2,0,0
0.570444,Le Week-End,Roger Michell,93,10/4/2013,32,6.4,0,2082765.941
0.405575,Justin and the Knights of Valour,Manuel Sicilia,90,8/9/2013,58,5.3,20592733.76,0
0.400903,Cheap Thrills,E.L. Katz,85,3/8/2013,81,6,0,0
0.39621,Pawn Shop Chronicles,Wayne Kramer,112,7/12/2013,47,5.6,4680166.764,0
0.393664,Ain't Them Bodies Saints,David Lowery,96,7/3/2013,91,5.8,0,965277.8428
0.387592,Sweetwater,Logan Miller,95,1/24/2013,41,5.7,6552233.469,5753.797019
0.386362,Barbie in the Pink Shoes,Owen Hurley,75,2/14/2013,29,5.4,0,0
0.38618,When Calls the Heart,"Michael Landon, Jr.",90,10/5/2013,15,6.4,0,0
0.386062,The Lifeguard,Liz W. Garcia,98,8/30/2013,91,5.2,0,0
0.384925,As I Lay Dying,James Franco,110,5/20/2013,15,5.9,0,0
0.383921,It's a Disaster,Todd Berger,86,4/12/2013,41,5.8,0,0
0.292658,Tom and Jerry's Giant Adventure,Spike Brandt|Tony Cervone,66,8/4/2013,18,4.8,0,0
0.383637,12 Rounds 2: Reloaded,Roel Rein_©,95,6/1/2013,69,5.6,3744133.411,0
0.38246,The Congress,Ari Folman,122,5/16/2013,88,6.2,0,426658.0427
0.381676,Phantom,Todd Robinson,99,1/3/2013,77,5.4,9360333.527,968409.8104
0.380585,L'Amour Est un Crime Parfait,Arnaud Larrieu|Jean-Marie Larrieu,110,9/7/2013,16,5.4,0,0
0.380197,In Fear,Jeremy Lovering,85,4/3/2013,37,5.2,0,0
0.3795,The Power of Few,Leone Marucci,96,2/15/2013,22,4.7,0,0
0.376959,Hateship Loveship,Liza Johnson,103,9/7/2013,27,5,0,0
0.374148,Bonnie & Clyde,Bruce Beresford,174,12/8/2013,38,6.9,0,0
0.373514,Wer,William Brent Bell,89,11/16/2013,44,5.4,0,0
0.370238,The Devil's Violinist,Bernard Rose,122,1/30/2013,18,5,0,10571.56069
0.369478,Child of God,James Franco,104,7/27/2013,17,5,0,0
0.364964,Wolf Creek 2,Greg McLean,106,8/30/2013,81,5.6,7488266.822,9014416.786
0.364794,LEGO Marvel Super Heroes: Maximum Overload,Greg Richardson,22,11/5/2013,26,7.1,0,0
0.364669,1,Paul Crowder,112,9/30/2013,25,7.6,0,0
0.362198,Panic in the Mailroom,Fabrice Joubert|Mark O'Hare,5,12/10/2013,58,7,0,0
0.361298,Death Race: Inferno,Roel Rein_©,105,1/4/2013,160,5.3,6084216.793,0
0.359864,Metallica: Through the Never,Nimr_³d Antal,93,9/25/2013,53,6.6,16848600.35,7462963.032
0.221125,Straight A's,James Cox,88,1/16/2013,24,5.2,6552233.469,0
0.357106,Another Me,Isabel Coixet,86,11/15/2013,46,4.8,0,0
0.355905,Riddle,John O. Hartman|Nicholas Mross,100,1/10/2013,14,4.5,6552233.469,0
0.534902,Superman: Unbound,James Tucker,75,5/6/2013,70,6.7,0,2729255.161
0.354271,Legends of Oz: Dorothy's Return,Dan St. Pierre,88,6/13/2013,36,6.1,65522334.69,17468279.7
0.122342,Vendetta,Stephen Reynolds,102,11/8/2013,13,6.3,0,0
0.352703,The Last Keepers,Maggie Greenwald,85,1/4/2013,10,4.8,0,0
0.425018,Enough Said,Nicole Holofcener,93,9/18/2013,251,6.5,0,23671227.65
0.349655,A Madea Christmas,Tyler Perry,100,12/13/2013,31,7.1,0,0
0.347558,Bad Milo!,Jacob Vaughan,85,8/28/2013,52,5.5,0,18358.42215
0.346246,Last Passenger,Omid Nooshin,96,10/18/2013,41,6,0,0
0.34598,Battle of the Damned,Christopher Hatton,88,7/25/2013,25,4,7488266.822,0
0.653031,Lovestruck: The Musical,Sanaa Hamri,83,4/21/2013,32,5.4,0,0
0.341686,Austenland,Jerusha Hess,97,8/15/2013,111,6.6,4586563.428,2020934.386
0.340767,Kevin Hart: Let Me Explain,Leslie Small,75,7/3/2013,75,7.1,0,30169203.94
0.339265,Knights of Badassdom,Joe Lynch,86,1/21/2013,86,5.4,0,0
0.339034,Temptation: Confessions of a Marriage Counselor,Tyler Perry,111,3/29/2013,35,6.8,0,0
0.105434,Eastern Boys,Robin Campillo,128,9/3/2013,22,5.8,0,0
0.33771,The East,Zal Batmanglij,116,5/31/2013,179,6.3,6084216.793,2247893.457
0.402249,CBGB,Randall Miller,101,10/11/2013,28,6.2,0,37815.74745
0.336081,1,Dennis Iliadis,95,9/20/2013,49,5.1,0,0
0.335356,Goodbye World,Denis Hennelly,101,6/15/2013,27,5.4,0,0
0.332741,The Best Man Holiday,Malcolm D. Lee,123,11/15/2013,78,7,15912567,67043571.42
0.331255,Ice Soldiers,Sturla Gunnarsson,95,12/6/2013,25,3.5,0,0
0.312164,Pozi_£ia copilului,Calin Peter Netzer,116,3/8/2013,15,6.4,1033380.821,0
0.536513,The Haunting in Connecticut 2: Ghosts of Georgia,Tom Elkins,101,2/1/2013,108,5.6,0,0
0.328484,Banshee Chapter,Blair Erickson,87,8/26/2013,35,5.7,889231.6851,0
0.328471,The Philosophers,John Huddles,100,7/6/2013,173,6.3,0,0
0.328451,Breathe In,Drake Doremus,98,1/18/2013,50,6.2,0,14040.50029
0.328083,Barbie: Mariposa and The Fairy Princess,William Lau,75,8/26/2013,21,6.3,0,0
0.326734,Killing Lincoln,Adrian Moat,89,2/16/2013,17,5.5,1872066.705,0
0.326562,Hell Baby,Ben Garant|Thomas Lennon,98,9/6/2013,60,4.4,2340083.382,0
0.326279,Angels Sing,Tim McCanlies,87,10/19/2013,12,5.4,0,0
0.322876,Barbie: The Pearl Princess,Terry Klassen,73,2/19/2013,23,6.2,0,0
0.321464,All Stars,Ben Gregor,106,5/1/2013,10,5.5,0,0
0.321236,A Birder's Guide to Everything,Rob Meyer,86,4/21/2013,14,6.5,0,0
0.319972,The Dyatlov Pass Incident,Renny Harlin,100,2/27/2013,77,5.3,0,0
0.318589,And While We Were Here,Kat Coiro,83,9/13/2013,18,5.7,0,0
0.317114,The Look of Love,Michael Winterbottom,105,4/26/2013,23,5,0,0
0.315607,Suddenly,Uwe Boll,90,8/8/2013,12,3.3,0,0
0.314497,Geography Club,Gary Entin,79,5/22/2013,33,6.4,0,0
0.313754,The ABCs of Death,Angela Bettis|H_©l_¨ne Cattet|Ernesto D_­az Espinoza|Jason Eisener|Bruno Forzani|Adri_¡n Garc_­a Bogliano|Xavier Gens|Noboru Iguchi|Thomas Cappelen Malling|Jorge Michel Grau|Yoshihiro Nishimura|Banjong Pisanthanakun|Simon Rumley|Marcel Sarmiento|Jon Schnepp|Sr___n Spasojevi__|Timo Tjahjanto|Andrew Traucki|Nacho Vigalondo|Jake West|Ti West|Ben Wheatley|Adam Wingard|Anders Morgenthaler|Y_»dai Yamaguchi|Lee Hardcastle|Kaare Andrews,123,6/28/2013,98,4.5,0,20274.48242
0.443786,The Armstrong Lie,Alex Gibney,124,9/8/2013,33,7.2,0,358775.9679
0.313089,Robosapien: Rebooted,Sean McNamara,86,4/1/2013,16,5.3,0,0
0.312975,The Young and Prodigious T.S. Spivet,Jean-Pierre Jeunet,105,10/16/2013,157,6.7,30889100.64,8887439.181
0.312296,The Crown and the Dragon,Anne K. Black,91,7/25/2013,12,5.5,0,0
0.311505,Vi _¤r b_¤st!,Lukas Moodysson,102,3/28/2013,40,6.8,0,169038.2632
0.510295,The Canyons,Paul Schrader,99,7/29/2013,41,4.4,234008.3382,53190.09527
0.306125,13 Eerie,Lowell Dean,87,4/2/2013,15,4,0,0
0.305835,A Band Called Death,Mark Christopher Covino|Jeff Howlett,96,6/27/2013,28,7.1,0,117.0041691
0.305357,The Reluctant Fundamentalist,Mira Nair,130,3/17/2013,49,6.6,0,486302.0879
0.304099,The Truth About Emanuel,Francesca Gregorini,96,4/26/2013,41,6.2,0,0
0.303536,Pion_©r,Erik Skjoldbj_¦rg,106,8/30/2013,20,5.3,7020250.146,0
0.346557,Officer Down,Brian A Miller,98,1/22/2013,18,5.3,11232400.23,0
0.301709,Patrick,Mark Hartley,96,10/15/2013,26,4.2,0,0
0.299117,Pawn,David A. Armstrong,88,4/23/2013,37,5.5,77690768.28,0
0.299109,Love and Honor,Danny Mooney ,92,3/22/2013,75,6.1,0,0
0.296763,Make Your Move,Duane Adler,110,8/7/2013,20,5.9,14.04050029,114.196069
0.296488,Zombie Hunter,Kevin King,93,7/25/2013,23,3.5,0,0
0.295687,The Face of Love,Arie Posin,92,10/25/2013,30,5.8,3744133.411,327617.2897
0.295323,The Ultimate Life,"Michael Landon, Jr.",105,9/6/2013,12,6.8,0,0
0.295263,Ghost Team One,Scott Rutherford|Ben Peyser,107,1/20/2013,13,4.7,0,8606.826678
0.293833,Scenic Route,Kevin Goetz|Michael Goetz,85,8/23/2013,49,6.1,0,0
0.293332,All Things To All Men,George Isaac,84,4/5/2013,12,4.4,5616200.116,0
0.292394,Frequencies,Darren Paul Fisher,105,9/27/2013,95,6.4,0,0
0.254394,Riddick: Blindsided,Bonner Bellew,6,7/26/2013,29,7.2,0,0
0.291471,The Human Race,Paul Hough,87,4/10/2013,33,5.1,530730.911,0
0.290095,Adult World,Scott Coffey,107,4/18/2013,71,6,0,0
0.288205,Summer in February,Christopher Menaul,101,6/13/2013,19,6.1,0,0
0.284097,Inequality for All,Jacob Kornbluth,88,1/19/2013,28,7.9,0,0
0.283595,One Small Hitch,John Burgess,100,2/14/2013,24,6.7,0,7455.505655
0.283533,The End of Love,Mark Webber,89,3/1/2013,11,5.7,0,7793.413695
0.28055,Alpha and Omega 2: A Howl-iday Adventure,Richard Rich|Steve Moore,45,10/8/2013,10,5.6,0,0
0.280426,Breaking the Girls,Jamie Babbit,83,7/26/2013,14,5.7,0,0
0.210216,Kill for Me,Michael Greenspan,95,2/12/2013,26,5.6,0,0
0.280222,Contracted,Eric England,78,7/7/2013,73,4.9,0,0
0.27993,Almost Human,Joe Begos,80,9/19/2013,21,4.5,0,0
0.278764,The Smurfs: The Legend of Smurfy Hollow,Stephan Franck,22,9/12/2013,12,6,0,0
0.278117,Blackfish,Gabriela Cowperthwaite,83,6/7/2013,322,7.9,0,0
0.277797,Sanitarium,Bryan Ortiz|Bryan Ramirez|Kerry Valderrama,106,6/24/2013,14,4.3,0,0
0.277349,Sound City,Dave Grohl,106,1/18/2013,64,7.5,0,0
0.275427,Call Me Crazy: A Five Film,Laura Dern|Bryce Dallas Howard|Bonnie Hunt|Ashley Judd|Sharon Maguire,90,4/20/2013,13,5.5,0,0
0.275012,Enemies Closer,Peter Hyams,85,12/4/2013,37,5,4680166.764,0
0.274207,Force of Execution,Keoni Waxman,98,12/31/2013,21,5.1,9360333.527,0
0.273681,Parkland,Peter Landesman,94,10/2/2013,86,5.8,9360333.527,611839.1371
0.270803,Ghost Shark,Griff Furst,84,8/22/2013,15,4.2,0,0
0.270285,The Borderlands,Elliot Goldner,89,8/24/2013,35,5,0,0
0.268563,Living on One Dollar,Zach Ingrasci|Sean Leonard|Chris Temple,56,4/22/2013,18,6.7,0,0
0.268263,I Declare War,Jason Lapeyre,94,5/10/2013,19,5.8,0,0
0.300184,Crush,Malik Bader,94,3/13/2013,47,5.5,0,0
0.265782,100 Degrees Below Zero,R.D. Braunstein,88,3/29/2013,10,3.7,468016.6764,0
0.264342,Hatchet III,BJ McDonnell,89,6/14/2013,43,5.1,0,0
0.263125,Syrup,Aram Rappaport,90,6/7/2013,61,5.6,5616200.116,0
0.262989,Michael Kohlhaas,Arnaud des Palli_¨res,122,8/14/2013,32,6,0,0
0.261321,Torment,Jordan Barker,81,10/11/2013,25,4.7,0,0
0.260546,The Demented,Christopher Roosevelt,92,7/30/2013,24,4.6,0,0
0.258887,Antisocial,Cody Calahan,90,7/31/2013,19,4.3,0,0
0.257366,Miele,Valeria Golino,96,5/1/2013,10,5,0,0
